"pf"	"scenario"
"6260"	"Parameters bottom-up 6631 10_06_2020 18_32.txt"	"bottom-up"
"6261"	"Parameters bottom-up 6632 10_06_2020 18_32.txt"	"bottom-up"
"6262"	"Parameters bottom-up 6633 10_06_2020 18_32.txt"	"bottom-up"
"6263"	"Parameters bottom-up 6634 10_06_2020 18_32.txt"	"bottom-up"
"6264"	"Parameters bottom-up 6635 10_06_2020 18_32.txt"	"bottom-up"
"6265"	"Parameters bottom-up 6636 10_06_2020 18_32.txt"	"bottom-up"
"6266"	"Parameters bottom-up 6637 10_06_2020 18_32.txt"	"bottom-up"
"6267"	"Parameters bottom-up 6638 10_06_2020 18_32.txt"	"bottom-up"
"6268"	"Parameters bottom-up 6639 10_06_2020 18_32.txt"	"bottom-up"
"6269"	"Parameters bottom-up 664 10_06_2020 18_02.txt"	"bottom-up"
"6270"	"Parameters bottom-up 6640 10_06_2020 18_32.txt"	"bottom-up"
"6271"	"Parameters bottom-up 6641 10_06_2020 18_32.txt"	"bottom-up"
"6272"	"Parameters bottom-up 6642 10_06_2020 18_32.txt"	"bottom-up"
"6273"	"Parameters bottom-up 6643 10_06_2020 18_32.txt"	"bottom-up"
"6274"	"Parameters bottom-up 6644 10_06_2020 18_32.txt"	"bottom-up"
"6275"	"Parameters bottom-up 6645 10_06_2020 18_32.txt"	"bottom-up"
"6276"	"Parameters bottom-up 6646 10_06_2020 18_32.txt"	"bottom-up"
"6277"	"Parameters bottom-up 6647 10_06_2020 18_32.txt"	"bottom-up"
"6278"	"Parameters bottom-up 6648 10_06_2020 18_32.txt"	"bottom-up"
"6279"	"Parameters bottom-up 6649 10_06_2020 18_32.txt"	"bottom-up"
"6280"	"Parameters bottom-up 665 10_06_2020 18_02.txt"	"bottom-up"
"6281"	"Parameters bottom-up 6650 10_06_2020 18_32.txt"	"bottom-up"
"6282"	"Parameters bottom-up 6651 10_06_2020 18_32.txt"	"bottom-up"
"6283"	"Parameters bottom-up 6652 10_06_2020 18_32.txt"	"bottom-up"
"6284"	"Parameters bottom-up 6653 10_06_2020 18_32.txt"	"bottom-up"
"6285"	"Parameters bottom-up 6654 10_06_2020 18_32.txt"	"bottom-up"
"6286"	"Parameters bottom-up 6655 10_06_2020 18_32.txt"	"bottom-up"
"6287"	"Parameters bottom-up 6656 10_06_2020 18_32.txt"	"bottom-up"
"6288"	"Parameters bottom-up 6657 10_06_2020 18_32.txt"	"bottom-up"
"6289"	"Parameters bottom-up 6658 10_06_2020 18_32.txt"	"bottom-up"
"6290"	"Parameters bottom-up 6659 10_06_2020 18_32.txt"	"bottom-up"
"6291"	"Parameters bottom-up 666 10_06_2020 18_02.txt"	"bottom-up"
"6292"	"Parameters bottom-up 6660 10_06_2020 18_32.txt"	"bottom-up"
"6293"	"Parameters bottom-up 6661 10_06_2020 18_32.txt"	"bottom-up"
"6294"	"Parameters bottom-up 6662 10_06_2020 18_32.txt"	"bottom-up"
"6295"	"Parameters bottom-up 6663 10_06_2020 18_32.txt"	"bottom-up"
"6296"	"Parameters bottom-up 6664 10_06_2020 18_32.txt"	"bottom-up"
"6297"	"Parameters bottom-up 6665 10_06_2020 18_32.txt"	"bottom-up"
"6298"	"Parameters bottom-up 6666 10_06_2020 18_32.txt"	"bottom-up"
"6299"	"Parameters bottom-up 6667 10_06_2020 18_32.txt"	"bottom-up"
"6300"	"Parameters bottom-up 6668 10_06_2020 18_32.txt"	"bottom-up"
"6301"	"Parameters bottom-up 6669 10_06_2020 18_32.txt"	"bottom-up"
"6302"	"Parameters bottom-up 667 10_06_2020 18_02.txt"	"bottom-up"
"6303"	"Parameters bottom-up 6670 10_06_2020 18_32.txt"	"bottom-up"
"6304"	"Parameters bottom-up 6671 10_06_2020 18_32.txt"	"bottom-up"
"6305"	"Parameters bottom-up 6672 10_06_2020 18_32.txt"	"bottom-up"
"6306"	"Parameters bottom-up 6673 10_06_2020 18_32.txt"	"bottom-up"
"6307"	"Parameters bottom-up 6674 10_06_2020 18_32.txt"	"bottom-up"
"6308"	"Parameters bottom-up 6675 10_06_2020 18_32.txt"	"bottom-up"
"6309"	"Parameters bottom-up 6676 10_06_2020 18_32.txt"	"bottom-up"
"6310"	"Parameters bottom-up 6677 10_06_2020 18_32.txt"	"bottom-up"
"6311"	"Parameters bottom-up 6678 10_06_2020 18_32.txt"	"bottom-up"
"6312"	"Parameters bottom-up 6679 10_06_2020 18_32.txt"	"bottom-up"
"6313"	"Parameters bottom-up 668 10_06_2020 18_02.txt"	"bottom-up"
"6314"	"Parameters bottom-up 6680 10_06_2020 18_32.txt"	"bottom-up"
"6315"	"Parameters bottom-up 6681 10_06_2020 18_32.txt"	"bottom-up"
"6316"	"Parameters bottom-up 6682 10_06_2020 18_32.txt"	"bottom-up"
"6317"	"Parameters bottom-up 6683 10_06_2020 18_32.txt"	"bottom-up"
"6318"	"Parameters bottom-up 6684 10_06_2020 18_32.txt"	"bottom-up"
"6319"	"Parameters bottom-up 6685 10_06_2020 18_32.txt"	"bottom-up"
"6320"	"Parameters bottom-up 6686 10_06_2020 18_32.txt"	"bottom-up"
"6321"	"Parameters bottom-up 6687 10_06_2020 18_32.txt"	"bottom-up"
"6322"	"Parameters bottom-up 6688 10_06_2020 18_32.txt"	"bottom-up"
"6323"	"Parameters bottom-up 6689 10_06_2020 18_32.txt"	"bottom-up"
"6324"	"Parameters bottom-up 669 10_06_2020 18_02.txt"	"bottom-up"
"6325"	"Parameters bottom-up 6690 10_06_2020 18_32.txt"	"bottom-up"
"6326"	"Parameters bottom-up 6691 10_06_2020 18_32.txt"	"bottom-up"
"6327"	"Parameters bottom-up 6692 10_06_2020 18_32.txt"	"bottom-up"
"6328"	"Parameters bottom-up 6693 10_06_2020 18_32.txt"	"bottom-up"
"6329"	"Parameters bottom-up 6694 10_06_2020 18_32.txt"	"bottom-up"
"6330"	"Parameters bottom-up 6695 10_06_2020 18_32.txt"	"bottom-up"
"6331"	"Parameters bottom-up 6696 10_06_2020 18_32.txt"	"bottom-up"
"6332"	"Parameters bottom-up 6697 10_06_2020 18_32.txt"	"bottom-up"
"6333"	"Parameters bottom-up 6698 10_06_2020 18_32.txt"	"bottom-up"
"6334"	"Parameters bottom-up 6699 10_06_2020 18_32.txt"	"bottom-up"
"6335"	"Parameters bottom-up 67 10_06_2020 17_59.txt"	"bottom-up"
"6336"	"Parameters bottom-up 670 10_06_2020 18_02.txt"	"bottom-up"
"6337"	"Parameters bottom-up 6700 10_06_2020 18_32.txt"	"bottom-up"
"6338"	"Parameters bottom-up 6701 10_06_2020 18_32.txt"	"bottom-up"
"6339"	"Parameters bottom-up 6702 10_06_2020 18_32.txt"	"bottom-up"
"6340"	"Parameters bottom-up 6703 10_06_2020 18_32.txt"	"bottom-up"
"6341"	"Parameters bottom-up 6704 10_06_2020 18_32.txt"	"bottom-up"
"6342"	"Parameters bottom-up 6705 10_06_2020 18_32.txt"	"bottom-up"
"6343"	"Parameters bottom-up 6706 10_06_2020 18_32.txt"	"bottom-up"
"6344"	"Parameters bottom-up 6707 10_06_2020 18_32.txt"	"bottom-up"
"6345"	"Parameters bottom-up 6708 10_06_2020 18_32.txt"	"bottom-up"
"6346"	"Parameters bottom-up 6709 10_06_2020 18_32.txt"	"bottom-up"
"6347"	"Parameters bottom-up 671 10_06_2020 18_02.txt"	"bottom-up"
"6348"	"Parameters bottom-up 6710 10_06_2020 18_32.txt"	"bottom-up"
"6349"	"Parameters bottom-up 6711 10_06_2020 18_32.txt"	"bottom-up"
"6350"	"Parameters bottom-up 6712 10_06_2020 18_32.txt"	"bottom-up"
"6351"	"Parameters bottom-up 6713 10_06_2020 18_32.txt"	"bottom-up"
"6352"	"Parameters bottom-up 6714 10_06_2020 18_32.txt"	"bottom-up"
"6353"	"Parameters bottom-up 6715 10_06_2020 18_32.txt"	"bottom-up"
"6354"	"Parameters bottom-up 6716 10_06_2020 18_32.txt"	"bottom-up"
"6355"	"Parameters bottom-up 6717 10_06_2020 18_32.txt"	"bottom-up"
"6356"	"Parameters bottom-up 6718 10_06_2020 18_33.txt"	"bottom-up"
"6357"	"Parameters bottom-up 6719 10_06_2020 18_33.txt"	"bottom-up"
"6358"	"Parameters bottom-up 672 10_06_2020 18_02.txt"	"bottom-up"
"6359"	"Parameters bottom-up 6720 10_06_2020 18_33.txt"	"bottom-up"
"6360"	"Parameters bottom-up 6721 10_06_2020 18_33.txt"	"bottom-up"
"6361"	"Parameters bottom-up 6722 10_06_2020 18_33.txt"	"bottom-up"
"6362"	"Parameters bottom-up 6723 10_06_2020 18_33.txt"	"bottom-up"
"6363"	"Parameters bottom-up 6724 10_06_2020 18_33.txt"	"bottom-up"
"6364"	"Parameters bottom-up 6725 10_06_2020 18_33.txt"	"bottom-up"
"6365"	"Parameters bottom-up 6726 10_06_2020 18_33.txt"	"bottom-up"
"6366"	"Parameters bottom-up 6727 10_06_2020 18_33.txt"	"bottom-up"
"6367"	"Parameters bottom-up 6728 10_06_2020 18_33.txt"	"bottom-up"
"6368"	"Parameters bottom-up 6729 10_06_2020 18_33.txt"	"bottom-up"
"6369"	"Parameters bottom-up 673 10_06_2020 18_02.txt"	"bottom-up"
"6370"	"Parameters bottom-up 6730 10_06_2020 18_33.txt"	"bottom-up"
"6371"	"Parameters bottom-up 6731 10_06_2020 18_33.txt"	"bottom-up"
"6372"	"Parameters bottom-up 6732 10_06_2020 18_33.txt"	"bottom-up"
"6373"	"Parameters bottom-up 6733 10_06_2020 18_33.txt"	"bottom-up"
"6374"	"Parameters bottom-up 6734 10_06_2020 18_33.txt"	"bottom-up"
"6375"	"Parameters bottom-up 6735 10_06_2020 18_33.txt"	"bottom-up"
"6376"	"Parameters bottom-up 6736 10_06_2020 18_33.txt"	"bottom-up"
"6377"	"Parameters bottom-up 6737 10_06_2020 18_33.txt"	"bottom-up"
"6378"	"Parameters bottom-up 6738 10_06_2020 18_33.txt"	"bottom-up"
"6379"	"Parameters bottom-up 6739 10_06_2020 18_33.txt"	"bottom-up"
"6380"	"Parameters bottom-up 674 10_06_2020 18_02.txt"	"bottom-up"
"6381"	"Parameters bottom-up 6740 10_06_2020 18_33.txt"	"bottom-up"
"6382"	"Parameters bottom-up 6741 10_06_2020 18_33.txt"	"bottom-up"
"6383"	"Parameters bottom-up 6742 10_06_2020 18_33.txt"	"bottom-up"
"6384"	"Parameters bottom-up 6743 10_06_2020 18_33.txt"	"bottom-up"
"6385"	"Parameters bottom-up 6744 10_06_2020 18_33.txt"	"bottom-up"
"6386"	"Parameters bottom-up 6745 10_06_2020 18_33.txt"	"bottom-up"
"6387"	"Parameters bottom-up 6746 10_06_2020 18_33.txt"	"bottom-up"
"6388"	"Parameters bottom-up 6747 10_06_2020 18_33.txt"	"bottom-up"
"6389"	"Parameters bottom-up 6748 10_06_2020 18_33.txt"	"bottom-up"
"6390"	"Parameters bottom-up 6749 10_06_2020 18_33.txt"	"bottom-up"
"6391"	"Parameters bottom-up 675 10_06_2020 18_02.txt"	"bottom-up"
"6392"	"Parameters bottom-up 6750 10_06_2020 18_33.txt"	"bottom-up"
"6393"	"Parameters bottom-up 6751 10_06_2020 18_33.txt"	"bottom-up"
"6394"	"Parameters bottom-up 6752 10_06_2020 18_33.txt"	"bottom-up"
"6395"	"Parameters bottom-up 6753 10_06_2020 18_33.txt"	"bottom-up"
"6396"	"Parameters bottom-up 6754 10_06_2020 18_33.txt"	"bottom-up"
"6397"	"Parameters bottom-up 6755 10_06_2020 18_33.txt"	"bottom-up"
"6398"	"Parameters bottom-up 6756 10_06_2020 18_33.txt"	"bottom-up"
"6399"	"Parameters bottom-up 6757 10_06_2020 18_33.txt"	"bottom-up"
"6400"	"Parameters bottom-up 6758 10_06_2020 18_33.txt"	"bottom-up"
"6401"	"Parameters bottom-up 6759 10_06_2020 18_33.txt"	"bottom-up"
"6402"	"Parameters bottom-up 676 10_06_2020 18_02.txt"	"bottom-up"
"6403"	"Parameters bottom-up 6760 10_06_2020 18_33.txt"	"bottom-up"
"6404"	"Parameters bottom-up 6761 10_06_2020 18_33.txt"	"bottom-up"
"6405"	"Parameters bottom-up 6762 10_06_2020 18_33.txt"	"bottom-up"
"6406"	"Parameters bottom-up 6763 10_06_2020 18_33.txt"	"bottom-up"
"6407"	"Parameters bottom-up 6764 10_06_2020 18_33.txt"	"bottom-up"
"6408"	"Parameters bottom-up 6765 10_06_2020 18_33.txt"	"bottom-up"
"6409"	"Parameters bottom-up 6766 10_06_2020 18_33.txt"	"bottom-up"
"6410"	"Parameters bottom-up 6767 10_06_2020 18_33.txt"	"bottom-up"
"6411"	"Parameters bottom-up 6768 10_06_2020 18_33.txt"	"bottom-up"
"6412"	"Parameters bottom-up 6769 10_06_2020 18_33.txt"	"bottom-up"
"6413"	"Parameters bottom-up 677 10_06_2020 18_02.txt"	"bottom-up"
"6414"	"Parameters bottom-up 6770 10_06_2020 18_33.txt"	"bottom-up"
"6415"	"Parameters bottom-up 6771 10_06_2020 18_33.txt"	"bottom-up"
"6416"	"Parameters bottom-up 6772 10_06_2020 18_33.txt"	"bottom-up"
"6417"	"Parameters bottom-up 6773 10_06_2020 18_33.txt"	"bottom-up"
"6418"	"Parameters bottom-up 6774 10_06_2020 18_33.txt"	"bottom-up"
"6419"	"Parameters bottom-up 6775 10_06_2020 18_33.txt"	"bottom-up"
"6420"	"Parameters bottom-up 6776 10_06_2020 18_33.txt"	"bottom-up"
"6421"	"Parameters bottom-up 6777 10_06_2020 18_33.txt"	"bottom-up"
"6422"	"Parameters bottom-up 6778 10_06_2020 18_33.txt"	"bottom-up"
"6423"	"Parameters bottom-up 6779 10_06_2020 18_33.txt"	"bottom-up"
"6424"	"Parameters bottom-up 678 10_06_2020 18_02.txt"	"bottom-up"
"6425"	"Parameters bottom-up 6780 10_06_2020 18_33.txt"	"bottom-up"
"6426"	"Parameters bottom-up 6781 10_06_2020 18_33.txt"	"bottom-up"
"6427"	"Parameters bottom-up 6782 10_06_2020 18_33.txt"	"bottom-up"
"6428"	"Parameters bottom-up 6783 10_06_2020 18_33.txt"	"bottom-up"
"6429"	"Parameters bottom-up 6784 10_06_2020 18_33.txt"	"bottom-up"
"6430"	"Parameters bottom-up 6785 10_06_2020 18_33.txt"	"bottom-up"
"6431"	"Parameters bottom-up 6786 10_06_2020 18_33.txt"	"bottom-up"
"6432"	"Parameters bottom-up 6787 10_06_2020 18_33.txt"	"bottom-up"
"6433"	"Parameters bottom-up 6788 10_06_2020 18_33.txt"	"bottom-up"
"6434"	"Parameters bottom-up 6789 10_06_2020 18_33.txt"	"bottom-up"
"6435"	"Parameters bottom-up 679 10_06_2020 18_02.txt"	"bottom-up"
"6436"	"Parameters bottom-up 6790 10_06_2020 18_33.txt"	"bottom-up"
"6437"	"Parameters bottom-up 6791 10_06_2020 18_33.txt"	"bottom-up"
"6438"	"Parameters bottom-up 6792 10_06_2020 18_33.txt"	"bottom-up"
"6439"	"Parameters bottom-up 6793 10_06_2020 18_33.txt"	"bottom-up"
"6440"	"Parameters bottom-up 6794 10_06_2020 18_33.txt"	"bottom-up"
"6441"	"Parameters bottom-up 6795 10_06_2020 18_33.txt"	"bottom-up"
"6442"	"Parameters bottom-up 6796 10_06_2020 18_33.txt"	"bottom-up"
"6443"	"Parameters bottom-up 6797 10_06_2020 18_33.txt"	"bottom-up"
"6444"	"Parameters bottom-up 6798 10_06_2020 18_33.txt"	"bottom-up"
"6445"	"Parameters bottom-up 6799 10_06_2020 18_33.txt"	"bottom-up"
"6446"	"Parameters bottom-up 68 10_06_2020 17_59.txt"	"bottom-up"
"6447"	"Parameters bottom-up 680 10_06_2020 18_02.txt"	"bottom-up"
"6448"	"Parameters bottom-up 6800 10_06_2020 18_33.txt"	"bottom-up"
"6449"	"Parameters bottom-up 6801 10_06_2020 18_33.txt"	"bottom-up"
"6450"	"Parameters bottom-up 6802 10_06_2020 18_33.txt"	"bottom-up"
"6451"	"Parameters bottom-up 6803 10_06_2020 18_33.txt"	"bottom-up"
"6452"	"Parameters bottom-up 6804 10_06_2020 18_33.txt"	"bottom-up"
"6453"	"Parameters bottom-up 6805 10_06_2020 18_33.txt"	"bottom-up"
"6454"	"Parameters bottom-up 6806 10_06_2020 18_33.txt"	"bottom-up"
"6455"	"Parameters bottom-up 6807 10_06_2020 18_33.txt"	"bottom-up"
"6456"	"Parameters bottom-up 6808 10_06_2020 18_33.txt"	"bottom-up"
"6457"	"Parameters bottom-up 6809 10_06_2020 18_33.txt"	"bottom-up"
"6458"	"Parameters bottom-up 681 10_06_2020 18_02.txt"	"bottom-up"
"6459"	"Parameters bottom-up 6810 10_06_2020 18_33.txt"	"bottom-up"
"6460"	"Parameters bottom-up 6811 10_06_2020 18_33.txt"	"bottom-up"
"6461"	"Parameters bottom-up 6812 10_06_2020 18_33.txt"	"bottom-up"
"6462"	"Parameters bottom-up 6813 10_06_2020 18_33.txt"	"bottom-up"
"6463"	"Parameters bottom-up 6814 10_06_2020 18_33.txt"	"bottom-up"
"6464"	"Parameters bottom-up 6815 10_06_2020 18_33.txt"	"bottom-up"
"6465"	"Parameters bottom-up 6816 10_06_2020 18_33.txt"	"bottom-up"
"6466"	"Parameters bottom-up 6817 10_06_2020 18_33.txt"	"bottom-up"
"6467"	"Parameters bottom-up 6818 10_06_2020 18_33.txt"	"bottom-up"
"6468"	"Parameters bottom-up 6819 10_06_2020 18_33.txt"	"bottom-up"
"6469"	"Parameters bottom-up 682 10_06_2020 18_02.txt"	"bottom-up"
"6470"	"Parameters bottom-up 6820 10_06_2020 18_33.txt"	"bottom-up"
"6471"	"Parameters bottom-up 6821 10_06_2020 18_33.txt"	"bottom-up"
"6472"	"Parameters bottom-up 6822 10_06_2020 18_33.txt"	"bottom-up"
"6473"	"Parameters bottom-up 6823 10_06_2020 18_33.txt"	"bottom-up"
"6474"	"Parameters bottom-up 6824 10_06_2020 18_33.txt"	"bottom-up"
"6475"	"Parameters bottom-up 6825 10_06_2020 18_33.txt"	"bottom-up"
"6476"	"Parameters bottom-up 6826 10_06_2020 18_33.txt"	"bottom-up"
"6477"	"Parameters bottom-up 6827 10_06_2020 18_33.txt"	"bottom-up"
"6478"	"Parameters bottom-up 6828 10_06_2020 18_33.txt"	"bottom-up"
"6479"	"Parameters bottom-up 6829 10_06_2020 18_33.txt"	"bottom-up"
"6480"	"Parameters bottom-up 683 10_06_2020 18_02.txt"	"bottom-up"
"6481"	"Parameters bottom-up 6830 10_06_2020 18_33.txt"	"bottom-up"
"6482"	"Parameters bottom-up 6831 10_06_2020 18_33.txt"	"bottom-up"
"6483"	"Parameters bottom-up 6832 10_06_2020 18_33.txt"	"bottom-up"
"6484"	"Parameters bottom-up 6833 10_06_2020 18_33.txt"	"bottom-up"
"6485"	"Parameters bottom-up 6834 10_06_2020 18_33.txt"	"bottom-up"
"6486"	"Parameters bottom-up 6835 10_06_2020 18_33.txt"	"bottom-up"
"6487"	"Parameters bottom-up 6836 10_06_2020 18_33.txt"	"bottom-up"
"6488"	"Parameters bottom-up 6837 10_06_2020 18_33.txt"	"bottom-up"
"6489"	"Parameters bottom-up 6838 10_06_2020 18_33.txt"	"bottom-up"
"6490"	"Parameters bottom-up 6839 10_06_2020 18_33.txt"	"bottom-up"
"6491"	"Parameters bottom-up 684 10_06_2020 18_02.txt"	"bottom-up"
"6492"	"Parameters bottom-up 6840 10_06_2020 18_33.txt"	"bottom-up"
"6493"	"Parameters bottom-up 6841 10_06_2020 18_33.txt"	"bottom-up"
"6494"	"Parameters bottom-up 6842 10_06_2020 18_33.txt"	"bottom-up"
"6495"	"Parameters bottom-up 6843 10_06_2020 18_33.txt"	"bottom-up"
"6496"	"Parameters bottom-up 6844 10_06_2020 18_33.txt"	"bottom-up"
"6497"	"Parameters bottom-up 6845 10_06_2020 18_33.txt"	"bottom-up"
"6498"	"Parameters bottom-up 6846 10_06_2020 18_33.txt"	"bottom-up"
"6499"	"Parameters bottom-up 6847 10_06_2020 18_33.txt"	"bottom-up"
"6500"	"Parameters bottom-up 6848 10_06_2020 18_33.txt"	"bottom-up"
"6501"	"Parameters bottom-up 6849 10_06_2020 18_33.txt"	"bottom-up"
"6502"	"Parameters bottom-up 685 10_06_2020 18_02.txt"	"bottom-up"
"6503"	"Parameters bottom-up 6850 10_06_2020 18_33.txt"	"bottom-up"
"6504"	"Parameters bottom-up 6851 10_06_2020 18_33.txt"	"bottom-up"
"6505"	"Parameters bottom-up 6852 10_06_2020 18_33.txt"	"bottom-up"
"6506"	"Parameters bottom-up 6853 10_06_2020 18_33.txt"	"bottom-up"
"6507"	"Parameters bottom-up 6854 10_06_2020 18_33.txt"	"bottom-up"
"6508"	"Parameters bottom-up 6855 10_06_2020 18_33.txt"	"bottom-up"
"6509"	"Parameters bottom-up 6856 10_06_2020 18_33.txt"	"bottom-up"
"6510"	"Parameters bottom-up 6857 10_06_2020 18_33.txt"	"bottom-up"
"6511"	"Parameters bottom-up 6858 10_06_2020 18_33.txt"	"bottom-up"
"6512"	"Parameters bottom-up 6859 10_06_2020 18_33.txt"	"bottom-up"
"6513"	"Parameters bottom-up 686 10_06_2020 18_02.txt"	"bottom-up"
"6514"	"Parameters bottom-up 6860 10_06_2020 18_33.txt"	"bottom-up"
"6515"	"Parameters bottom-up 6861 10_06_2020 18_33.txt"	"bottom-up"
"6516"	"Parameters bottom-up 6862 10_06_2020 18_33.txt"	"bottom-up"
"6517"	"Parameters bottom-up 6863 10_06_2020 18_33.txt"	"bottom-up"
"6518"	"Parameters bottom-up 6864 10_06_2020 18_33.txt"	"bottom-up"
"6519"	"Parameters bottom-up 6865 10_06_2020 18_33.txt"	"bottom-up"
"6520"	"Parameters bottom-up 6866 10_06_2020 18_33.txt"	"bottom-up"
"6521"	"Parameters bottom-up 6867 10_06_2020 18_33.txt"	"bottom-up"
"6522"	"Parameters bottom-up 6868 10_06_2020 18_33.txt"	"bottom-up"
"6523"	"Parameters bottom-up 6869 10_06_2020 18_33.txt"	"bottom-up"
"6524"	"Parameters bottom-up 687 10_06_2020 18_02.txt"	"bottom-up"
"6525"	"Parameters bottom-up 6870 10_06_2020 18_33.txt"	"bottom-up"
"6526"	"Parameters bottom-up 6871 10_06_2020 18_33.txt"	"bottom-up"
"6527"	"Parameters bottom-up 6872 10_06_2020 18_33.txt"	"bottom-up"
"6528"	"Parameters bottom-up 6873 10_06_2020 18_33.txt"	"bottom-up"
"6529"	"Parameters bottom-up 6874 10_06_2020 18_33.txt"	"bottom-up"
"6530"	"Parameters bottom-up 6875 10_06_2020 18_33.txt"	"bottom-up"
"6531"	"Parameters bottom-up 6876 10_06_2020 18_33.txt"	"bottom-up"
"6532"	"Parameters bottom-up 6877 10_06_2020 18_33.txt"	"bottom-up"
"6533"	"Parameters bottom-up 6878 10_06_2020 18_33.txt"	"bottom-up"
"6534"	"Parameters bottom-up 6879 10_06_2020 18_33.txt"	"bottom-up"
"6535"	"Parameters bottom-up 688 10_06_2020 18_03.txt"	"bottom-up"
"6536"	"Parameters bottom-up 6880 10_06_2020 18_33.txt"	"bottom-up"
"6537"	"Parameters bottom-up 6881 10_06_2020 18_33.txt"	"bottom-up"
"6538"	"Parameters bottom-up 6882 10_06_2020 18_33.txt"	"bottom-up"
"6539"	"Parameters bottom-up 6883 10_06_2020 18_33.txt"	"bottom-up"
"6540"	"Parameters bottom-up 6884 10_06_2020 18_33.txt"	"bottom-up"
"6541"	"Parameters bottom-up 6885 10_06_2020 18_33.txt"	"bottom-up"
"6542"	"Parameters bottom-up 6886 10_06_2020 18_33.txt"	"bottom-up"
"6543"	"Parameters bottom-up 6887 10_06_2020 18_33.txt"	"bottom-up"
"6544"	"Parameters bottom-up 6888 10_06_2020 18_33.txt"	"bottom-up"
"6545"	"Parameters bottom-up 6889 10_06_2020 18_33.txt"	"bottom-up"
"6546"	"Parameters bottom-up 689 10_06_2020 18_03.txt"	"bottom-up"
"6547"	"Parameters bottom-up 6890 10_06_2020 18_33.txt"	"bottom-up"
"6548"	"Parameters bottom-up 6891 10_06_2020 18_33.txt"	"bottom-up"
"6549"	"Parameters bottom-up 6892 10_06_2020 18_33.txt"	"bottom-up"
"6550"	"Parameters bottom-up 6893 10_06_2020 18_33.txt"	"bottom-up"
"6551"	"Parameters bottom-up 6894 10_06_2020 18_33.txt"	"bottom-up"
"6552"	"Parameters bottom-up 6895 10_06_2020 18_33.txt"	"bottom-up"
"6553"	"Parameters bottom-up 6896 10_06_2020 18_33.txt"	"bottom-up"
"6554"	"Parameters bottom-up 6897 10_06_2020 18_33.txt"	"bottom-up"
"6555"	"Parameters bottom-up 6898 10_06_2020 18_33.txt"	"bottom-up"
"6556"	"Parameters bottom-up 6899 10_06_2020 18_33.txt"	"bottom-up"
"6557"	"Parameters bottom-up 69 10_06_2020 17_59.txt"	"bottom-up"
"6558"	"Parameters bottom-up 690 10_06_2020 18_03.txt"	"bottom-up"
"6559"	"Parameters bottom-up 6900 10_06_2020 18_33.txt"	"bottom-up"
"6560"	"Parameters bottom-up 6901 10_06_2020 18_33.txt"	"bottom-up"
"6561"	"Parameters bottom-up 6902 10_06_2020 18_33.txt"	"bottom-up"
"6562"	"Parameters bottom-up 6903 10_06_2020 18_33.txt"	"bottom-up"
"6563"	"Parameters bottom-up 6904 10_06_2020 18_33.txt"	"bottom-up"
"6564"	"Parameters bottom-up 6905 10_06_2020 18_33.txt"	"bottom-up"
"6565"	"Parameters bottom-up 6906 10_06_2020 18_33.txt"	"bottom-up"
"6566"	"Parameters bottom-up 6907 10_06_2020 18_33.txt"	"bottom-up"
"6567"	"Parameters bottom-up 6908 10_06_2020 18_33.txt"	"bottom-up"
"6568"	"Parameters bottom-up 6909 10_06_2020 18_33.txt"	"bottom-up"
"6569"	"Parameters bottom-up 691 10_06_2020 18_03.txt"	"bottom-up"
"6570"	"Parameters bottom-up 6910 10_06_2020 18_33.txt"	"bottom-up"
"6571"	"Parameters bottom-up 6911 10_06_2020 18_33.txt"	"bottom-up"
"6572"	"Parameters bottom-up 6912 10_06_2020 18_33.txt"	"bottom-up"
"6573"	"Parameters bottom-up 6913 10_06_2020 18_33.txt"	"bottom-up"
"6574"	"Parameters bottom-up 6914 10_06_2020 18_33.txt"	"bottom-up"
"6575"	"Parameters bottom-up 6915 10_06_2020 18_33.txt"	"bottom-up"
"6576"	"Parameters bottom-up 6916 10_06_2020 18_33.txt"	"bottom-up"
"6577"	"Parameters bottom-up 6917 10_06_2020 18_33.txt"	"bottom-up"
"6578"	"Parameters bottom-up 6918 10_06_2020 18_33.txt"	"bottom-up"
"6579"	"Parameters bottom-up 6919 10_06_2020 18_34.txt"	"bottom-up"
"6580"	"Parameters bottom-up 692 10_06_2020 18_03.txt"	"bottom-up"
